doc_id,doc_invoice,doc_purchase,doc_despatch,doc_receipt,doc_payment,doc_trans,doc_branch,doc_stktake,doc_stkadjust,doc_prefix,doc_abbre
1,1,12,1,1,1,1,1,1,1, , 
